platform,caption,likes,views,hashtags,caption_length,sentiment,virality_score
Instagram,Captured this moment. #dailyphoto,448,1000,#update #facts,4,0.0,134.91
YouTube,Captured this moment. #dailyphoto,1052,25337,#daily #project #facts #news,4,0.0,208.94
YouTube,Captured this moment. #dailyphoto,122193,6064151,#facts #daily,4,0.0,322.24
X,What an amazing experience! Definitely a must-see. 🔥,7956,34737,#happiness #inspiration #success #joy,8,0.37500000000000006,155.54
Facebook,Absolutely loving this! So much joy and inspiration. ✨,3771,35651,#success #positivevibes #joy #happiness,9,0.775,262.71
Instagram,A quiet afternoon walk in the park. #nature #relax,396,59130,#project #news #daily #update,9,0.0,166.43
Instagram,Deeply concerned about the future. #crisis #worry,4381,23899,#unacceptable #frustration #struggle,7,0.0,216.79
Instagram,Just sharing an update on the project. More details soon.,15571,15957,#news #update #daily,10,0.5,203.87
Facebook,Absolutely loving this! So much joy and inspiration. ✨,998,25559,#positivevibes #happiness #inspiration,9,0.775,188.2
Instagram,Just sharing an update on the project. More details soon.,657,110169,#update #info,10,0.5,237.81
X,Absolutely loving this! So much joy and inspiration. ✨,100,1000,#happiness #blessed #inspiration,9,0.775,127.73
Instagram,So proud of this accomplishment! Hard work pays off. 💪,7311,7905,#blessed #success #positivevibes,10,0.35416666666666663,217.53
YouTube,Can't believe this happened. Feeling really frustrated and disappointed. 😞,100,1367,#frustration #struggle #disaster,10,-0.725,115.96
YouTube,Just sharing an update on the project. More details soon.,128,2263,#facts #daily,10,0.5,146.78
Facebook,Absolutely loving this! So much joy and inspiration. ✨,530,13100,#joy #blessed #success #positivevibes,9,0.775,225.82
Instagram,Deeply concerned about the future. #crisis #worry,1070,12436,#unacceptable #struggle #frustration #fail,7,0.0,193.59
Facebook,Feeling incredibly happy and grateful today. Best day ever! 😊,149,1206,#positivevibes #happiness,10,0.9,145.01
Instagram,Worst experience ever. So frustrating and a waste of time. 👎,100,2335,#unacceptable #problem #fail #struggle,11,-0.5333333333333333,154.6
X,Testing out a new feature. Feedback welcome.,7153,11480,#news #update,7,0.4681818181818182,212.57
YouTube,Captured this moment. #dailyphoto,125249,364159,#project #daily,4,0.0,301.75
X,Reviewing the latest industry report. Interesting findings.,22797,31322,#project #news #info,7,0.5,242.46
YouTube,What an amazing experience! Definitely a must-see. 🔥,6694,164006,#positivevibes #success #inspiration,8,0.37500000000000006,294.11
YouTube,Can't believe this happened. Feeling really frustrated and disappointed. 😞,100,2310,#frustration #problem #struggle,10,-0.725,117.53
X,Reviewing the latest industry report. Interesting findings.,135,2951,#facts #daily #info #project,7,0.5,151.33
X,So proud of this accomplishment! Hard work pays off. 💪,100,1000,#blessed #joy #inspiration #happiness,10,0.35416666666666663,122.36
YouTube,Can't believe this happened. Feeling really frustrated and disappointed. 😞,285,1000,#unacceptable #fail #frustration,10,-0.725,151.53
X,A quiet afternoon walk in the park. #nature #relax,157,1000,#daily #facts #info,9,0.0,118.1
Facebook,This is unacceptable. Major issues need to be addressed immediately. 😡,237,1747,#unacceptable #fail,11,0.0625,171.55
X,What an amazing experience! Definitely a must-see. 🔥,859,22521,#inspiration #joy,8,0.37500000000000006,150.37
YouTube,A quiet afternoon walk in the park. #nature #relax,11490,12218,#news #info #facts #update,9,0.0,255.81
Facebook,Absolutely loving this! So much joy and inspiration. ✨,221894,1226947,#success #inspiration #positivevibes,9,0.775,348.75
X,Worst experience ever. So frustrating and a waste of time. 👎,2396,166437,#problem #fail #struggle #disaster,11,-0.5333333333333333,227.44
X,A quiet afternoon walk in the park. #nature #relax,100,1030,#news #facts #project,9,0.0,126.46
Instagram,Reviewing the latest industry report. Interesting findings.,3144,18222,#daily #project,7,0.5,199.94
YouTube,Testing out a new feature. Feedback welcome.,1766,18484,#news #update #daily #project,7,0.4681818181818182,218.02
Instagram,What an amazing experience! Definitely a must-see. 🔥,1108,6091,#joy #positivevibes #inspiration #success,8,0.37500000000000006,176.86
Instagram,Testing out a new feature. Feedback welcome.,100,1000,#update #news #info #daily,7,0.4681818181818182,149.42
X,Reviewing the latest industry report. Interesting findings.,54638,1143336,#facts #info,7,0.5,278.61
X,What an amazing experience! Definitely a must-see. 🔥,36085,40186,#blessed #success,8,0.37500000000000006,221.16
YouTube,A quiet afternoon walk in the park. #nature #relax,1081,5891,#facts #info #update #news,9,0.0,174.06
Facebook,What an amazing experience! Definitely a must-see. 🔥,2343,12072,#inspiration #success,8,0.37500000000000006,235.49
YouTube,Reviewing the latest industry report. Interesting findings.,1125,20897,#info #facts,7,0.5,218.05
Facebook,Absolutely disgusted by this terrible news. A complete disaster. 😠,6460,29560,#struggle #disaster,10,-0.6333333333333333,281.85
YouTube,Absolutely disgusted by this terrible news. A complete disaster. 😠,2147,59482,#disaster #frustration,10,-0.6333333333333333,230.35
Instagram,Deeply concerned about the future. #crisis #worry,180,1644,#disaster #unacceptable #frustration #fail,7,0.0,150.56
Instagram,Deeply concerned about the future. #crisis #worry,113824,2343097,#frustration #disaster #fail,7,0.0,322.3
X,So proud of this accomplishment! Hard work pays off. 💪,4497,33141,#blessed #happiness,10,0.35416666666666663,191.34
Instagram,Good vibes only. Spread happiness! ❤️,182216,221811,#inspiration #success,6,0.525,283.14
Instagram,Absolutely disgusted by this terrible news. A complete disaster. 😠,2166,50637,#unacceptable #disaster #problem,10,-0.6333333333333333,211.29
Facebook,Just sharing an update on the project. More details soon.,1008,8743,#project #update,10,0.5,167.14
YouTube,Captured this moment. #dailyphoto,6733,47505,#project #info #update #facts,4,0.0,272.89
X,This is unacceptable. Major issues need to be addressed immediately. 😡,284559,1203192,#struggle #disaster,11,0.0625,266.2
Instagram,Can't believe this happened. Feeling really frustrated and disappointed. 😞,100,1000,#fail #struggle #problem,10,-0.725,82.8
Facebook,Captured this moment. #dailyphoto,100,1000,#update #facts #info #news,4,0.0,138.66
Facebook,Testing out a new feature. Feedback welcome.,100,2763,#daily #news #update #project,7,0.4681818181818182,120.02
X,A quiet afternoon walk in the park. #nature #relax,1867,9154,#news #facts #update #project,9,0.0,150.39
X,Absolutely disgusted by this terrible news. A complete disaster. 😠,4155,84192,#unacceptable #problem,10,-0.6333333333333333,170.16
YouTube,What an amazing experience! Definitely a must-see. 🔥,2526,6705,#positivevibes #success #blessed #inspiration,8,0.37500000000000006,226.67
Instagram,Can't believe this happened. Feeling really frustrated and disappointed. 😞,4554,5513,#struggle #frustration #unacceptable,10,-0.725,171.02
X,Deeply concerned about the future. #crisis #worry,3685,6941,#frustration #disaster #struggle #unacceptable,7,0.0,166.56
X,Reviewing the latest industry report. Interesting findings.,32354,33303,#facts #project #update #daily,7,0.5,255.76
Facebook,Worst experience ever. So frustrating and a waste of time. 👎,4234,67996,#disaster #fail #problem,11,-0.5333333333333333,272.81
X,What an amazing experience! Definitely a must-see. 🔥,6710,36870,#success #happiness,8,0.37500000000000006,214.73
Instagram,Testing out a new feature. Feedback welcome.,1505,5250,#info #news #facts #update,7,0.4681818181818182,185.3
Facebook,Just sharing an update on the project. More details soon.,4106,37839,#project #info #daily #news,10,0.5,236.23
YouTube,Testing out a new feature. Feedback welcome.,102,1000,#facts #project #update #daily,7,0.4681818181818182,148.63
Facebook,Just sharing an update on the project. More details soon.,17735,3834532,#news #facts,10,0.5,284.93
Instagram,So proud of this accomplishment! Hard work pays off. 💪,519,1673,#joy #happiness #success #blessed,10,0.35416666666666663,124.0
Instagram,Absolutely disgusted by this terrible news. A complete disaster. 😠,273,1000,#fail #problem,10,-0.6333333333333333,151.9
X,Good vibes only. Spread happiness! ❤️,153,2125,#positivevibes #joy #happiness #inspiration,6,0.525,154.27
Instagram,Can't believe this happened. Feeling really frustrated and disappointed. 😞,2077,97775,#problem #fail #struggle,10,-0.725,185.62
Instagram,So proud of this accomplishment! Hard work pays off. 💪,10827,47373,#happiness #success #positivevibes,10,0.35416666666666663,240.54
YouTube,A quiet afternoon walk in the park. #nature #relax,801,52311,#daily #update #facts #info,9,0.0,269.72
YouTube,Captured this moment. #dailyphoto,1177,15600,#daily #facts #update #info,4,0.0,200.76
Facebook,Testing out a new feature. Feedback welcome.,4204,20062,#project #facts #info #daily,7,0.4681818181818182,213.97
Facebook,Worst experience ever. So frustrating and a waste of time. 👎,187224,187427,#frustration #fail,11,-0.5333333333333333,275.45
X,Just sharing an update on the project. More details soon.,5945,228939,#daily #project #update,10,0.5,213.25
Facebook,So proud of this accomplishment! Hard work pays off. 💪,15597,1207985,#joy #happiness #inspiration,10,0.35416666666666663,293.53
Facebook,Testing out a new feature. Feedback welcome.,605,13522,#info #daily #facts,7,0.4681818181818182,183.36
Instagram,Good vibes only. Spread happiness! ❤️,722,1876,#positivevibes #happiness,6,0.525,161.06
Facebook,Reviewing the latest industry report. Interesting findings.,302,1000,#project #info,7,0.5,144.34
YouTube,A quiet afternoon walk in the park. #nature #relax,119,1000,#daily #project #update #info,9,0.0,150.82
Facebook,Feeling incredibly happy and grateful today. Best day ever! 😊,2492,8564,#positivevibes #success #joy #inspiration,10,0.9,208.3
Instagram,What an amazing experience! Definitely a must-see. 🔥,100,1772,#inspiration #success,8,0.37500000000000006,145.16
Instagram,Absolutely loving this! So much joy and inspiration. ✨,2328,22941,#positivevibes #joy #happiness,9,0.775,191.12
X,So proud of this accomplishment! Hard work pays off. 💪,8135,8240,#positivevibes #blessed #happiness #success,10,0.35416666666666663,194.06
YouTube,Absolutely disgusted by this terrible news. A complete disaster. 😠,3038,45162,#disaster #frustration,10,-0.6333333333333333,249.93
YouTube,A quiet afternoon walk in the park. #nature #relax,1570,82875,#facts #daily #news #info,9,0.0,246.31
YouTube,This is unacceptable. Major issues need to be addressed immediately. 😡,4555,43363,#frustration #disaster,11,0.0625,264.44
Instagram,What an amazing experience! Definitely a must-see. 🔥,4166,22263,#joy #happiness,8,0.37500000000000006,225.04
Facebook,Worst experience ever. So frustrating and a waste of time. 👎,38579,662373,#struggle #problem,11,-0.5333333333333333,307.27
Facebook,Feeling incredibly happy and grateful today. Best day ever! 😊,214,2349,#positivevibes #happiness,10,0.9,190.22
YouTube,What an amazing experience! Definitely a must-see. 🔥,2073,4815,#blessed #inspiration #joy #happiness,8,0.37500000000000006,211.16
YouTube,Captured this moment. #dailyphoto,9219,9391,#facts #update,4,0.0,245.96
Facebook,A quiet afternoon walk in the park. #nature #relax,5499,11795,#project #facts #info #update,9,0.0,230.87
YouTube,Can't believe this happened. Feeling really frustrated and disappointed. 😞,1103,4312,#unacceptable #frustration #fail #struggle,10,-0.725,199.58
YouTube,Reviewing the latest industry report. Interesting findings.,100,1400,#news #facts,7,0.5,144.44
YouTube,Just sharing an update on the project. More details soon.,2592,65213,#daily #news,10,0.5,288.01
Instagram,Absolutely loving this! So much joy and inspiration. ✨,1575,33885,#positivevibes #blessed,9,0.775,173.38
Facebook,This is unacceptable. Major issues need to be addressed immediately. 😡,6968,96098,#frustration #fail #disaster #struggle,11,0.0625,241.24
X,Just sharing an update on the project. More details soon.,19489,88465,#info #daily,10,0.5,191.03
Instagram,Absolutely loving this! So much joy and inspiration. ✨,27546,375082,#blessed #success #inspiration #happiness,9,0.775,262.81
YouTube,Captured this moment. #dailyphoto,100,2750,#news #project #info #daily,4,0.0,158.05
Instagram,This is unacceptable. Major issues need to be addressed immediately. 😡,2623,2746,#disaster #problem #unacceptable #fail,11,0.0625,178.47
Instagram,Can't believe this happened. Feeling really frustrated and disappointed. 😞,9154,9324,#fail #unacceptable #disaster,10,-0.725,173.33
X,Deeply concerned about the future. #crisis #worry,14953,15514,#problem #fail,7,0.0,216.74
YouTube,This is unacceptable. Major issues need to be addressed immediately. 😡,9127,368345,#fail #problem,11,0.0625,275.89
YouTube,Reviewing the latest industry report. Interesting findings.,100,1000,#project #news #info #facts,7,0.5,156.93
Facebook,Captured this moment. #dailyphoto,1255,4159,#facts #news,4,0.0,212.5
Instagram,Just sharing an update on the project. More details soon.,337,1000,#facts #info,10,0.5,152.54
YouTube,Captured this moment. #dailyphoto,1830,39032,#project #info #news #daily,4,0.0,252.11
Instagram,Good vibes only. Spread happiness! ❤️,101077,5774985,#success #joy,6,0.525,319.86
Instagram,Worst experience ever. So frustrating and a waste of time. 👎,10358,65359,#unacceptable #struggle #fail #frustration,11,-0.5333333333333333,193.26
X,Deeply concerned about the future. #crisis #worry,100,1000,#disaster #fail #frustration,7,0.0,88.44
YouTube,Worst experience ever. So frustrating and a waste of time. 👎,8576,67176,#fail #struggle,11,-0.5333333333333333,291.06
Facebook,What an amazing experience! Definitely a must-see. 🔥,4257,8346,#joy #happiness #success #inspiration,8,0.37500000000000006,247.76
YouTube,Feeling incredibly happy and grateful today. Best day ever! 😊,600,54312,#success #joy #happiness #inspiration,10,0.9,241.78
YouTube,Deeply concerned about the future. #crisis #worry,90115,780993,#problem #disaster,7,0.0,279.48
X,Can't believe this happened. Feeling really frustrated and disappointed. 😞,4597,31916,#disaster #struggle,10,-0.725,166.92
X,Can't believe this happened. Feeling really frustrated and disappointed. 😞,21931,152497,#struggle #problem,10,-0.725,237.15
Facebook,A quiet afternoon walk in the park. #nature #relax,100,4481,#info #project #daily #update,9,0.0,136.53
YouTube,Captured this moment. #dailyphoto,129,1000,#project #daily #news #update,4,0.0,162.64
YouTube,Absolutely loving this! So much joy and inspiration. ✨,3898,4467,#happiness #joy #inspiration #blessed,9,0.775,245.96
X,Just sharing an update on the project. More details soon.,100,1216,#daily #project #info #facts,10,0.5,95.65
X,Absolutely disgusted by this terrible news. A complete disaster. 😠,591,48355,#struggle #fail #frustration,10,-0.6333333333333333,152.97
YouTube,A quiet afternoon walk in the park. #nature #relax,10867,20313,#facts #info #update,9,0.0,255.57
YouTube,Absolutely disgusted by this terrible news. A complete disaster. 😠,110,1000,#frustration #unacceptable #fail #disaster,10,-0.6333333333333333,183.17
Facebook,Feeling incredibly happy and grateful today. Best day ever! 😊,11928,42291,#success #blessed #positivevibes #happiness,10,0.9,244.53
Facebook,So proud of this accomplishment! Hard work pays off. 💪,3916,128810,#success #positivevibes #blessed #joy,10,0.35416666666666663,224.14
X,Feeling incredibly happy and grateful today. Best day ever! 😊,10262,126285,#happiness #joy #inspiration #blessed,10,0.9,239.58
X,A quiet afternoon walk in the park. #nature #relax,2885,24887,#daily #news,9,0.0,156.19
X,Reviewing the latest industry report. Interesting findings.,4474,44910,#news #project #facts,7,0.5,216.33
X,What an amazing experience! Definitely a must-see. 🔥,2192413,2193405,#success #happiness,8,0.37500000000000006,303.94
YouTube,Reviewing the latest industry report. Interesting findings.,710692,1497204,#daily #info,7,0.5,374.94
Instagram,Testing out a new feature. Feedback welcome.,1782,3103,#info #project,7,0.4681818181818182,206.64
Facebook,Can't believe this happened. Feeling really frustrated and disappointed. 😞,2667,29466,#fail #problem,10,-0.725,180.6
YouTube,Absolutely loving this! So much joy and inspiration. ✨,2249,34281,#success #happiness #blessed,9,0.775,261.53
Facebook,Absolutely loving this! So much joy and inspiration. ✨,141,1000,#joy #blessed,9,0.775,171.61
YouTube,Good vibes only. Spread happiness! ❤️,2371,28565,#blessed #inspiration,6,0.525,214.24
X,Feeling incredibly happy and grateful today. Best day ever! 😊,969,135570,#blessed #success,10,0.9,224.32
Facebook,So proud of this accomplishment! Hard work pays off. 💪,2502,8313,#joy #happiness,10,0.35416666666666663,219.2
Facebook,A quiet afternoon walk in the park. #nature #relax,102,1000,#project #info #news,9,0.0,151.12
X,Testing out a new feature. Feedback welcome.,3653,42336,#project #facts #info #news,7,0.4681818181818182,203.03
X,This is unacceptable. Major issues need to be addressed immediately. 😡,338,1000,#disaster #fail #struggle,11,0.0625,157.74
Instagram,Worst experience ever. So frustrating and a waste of time. 👎,5762,6743,#frustration #struggle #unacceptable #problem,11,-0.5333333333333333,208.45
YouTube,Deeply concerned about the future. #crisis #worry,3382,7885,#problem #disaster #fail #struggle,7,0.0,224.21
X,Good vibes only. Spread happiness! ❤️,120,1000,#joy #blessed,6,0.525,156.24
X,Reviewing the latest industry report. Interesting findings.,1351,152533,#update #news #facts #info,7,0.5,237.76
YouTube,Worst experience ever. So frustrating and a waste of time. 👎,16923,17249,#frustration #fail #problem #unacceptable,11,-0.5333333333333333,290.38
Instagram,A quiet afternoon walk in the park. #nature #relax,123647,8276851,#info #project,9,0.0,296.15
Facebook,Deeply concerned about the future. #crisis #worry,1037,30830,#struggle #frustration #fail #disaster,7,0.0,213.48
Instagram,Can't believe this happened. Feeling really frustrated and disappointed. 😞,1407,88331,#struggle #frustration #disaster #problem,10,-0.725,165.96
X,Feeling incredibly happy and grateful today. Best day ever! 😊,16951,17454,#happiness #joy,10,0.9,209.83
Facebook,Reviewing the latest industry report. Interesting findings.,6427,7035,#facts #info #update #project,7,0.5,218.19
X,Absolutely loving this! So much joy and inspiration. ✨,365,1000,#blessed #success #joy,9,0.775,151.86
Facebook,Good vibes only. Spread happiness! ❤️,100,3490,#happiness #positivevibes #success,6,0.525,139.69
X,This is unacceptable. Major issues need to be addressed immediately. 😡,64834,4316814,#fail #disaster #unacceptable,11,0.0625,262.41
Instagram,What an amazing experience! Definitely a must-see. 🔥,180695,1932260,#happiness #inspiration #success #joy,8,0.37500000000000006,310.56
X,Just sharing an update on the project. More details soon.,218690,472259,#update #facts #daily #news,10,0.5,256.17
X,Deeply concerned about the future. #crisis #worry,34219,864533,#problem #unacceptable #struggle #frustration,7,0.0,243.35
X,What an amazing experience! Definitely a must-see. 🔥,7197,7761,#positivevibes #joy #success,8,0.37500000000000006,213.63
Facebook,Captured this moment. #dailyphoto,7473,1048727,#project #facts #news #update,4,0.0,306.76
X,So proud of this accomplishment! Hard work pays off. 💪,16981,17970,#success #joy #blessed #happiness,10,0.35416666666666663,205.58
Facebook,Can't believe this happened. Feeling really frustrated and disappointed. 😞,105,1643,#problem #unacceptable,10,-0.725,119.97
Instagram,Reviewing the latest industry report. Interesting findings.,145,2038,#daily #project #info #news,7,0.5,129.81
Instagram,Worst experience ever. So frustrating and a waste of time. 👎,146,1731,#struggle #unacceptable,11,-0.5333333333333333,135.27
X,Deeply concerned about the future. #crisis #worry,34870,226232,#frustration #fail,7,0.0,188.81
YouTube,Absolutely loving this! So much joy and inspiration. ✨,214,2235,#joy #positivevibes #inspiration,9,0.775,178.72
YouTube,Testing out a new feature. Feedback welcome.,5029,26252,#info #news #facts #update,7,0.4681818181818182,257.21
Facebook,Can't believe this happened. Feeling really frustrated and disappointed. 😞,5537,24030,#disaster #frustration,10,-0.725,197.31
Instagram,Deeply concerned about the future. #crisis #worry,416,16532,#struggle #fail #unacceptable #problem,7,0.0,173.82
X,Testing out a new feature. Feedback welcome.,354,1000,#info #news,7,0.4681818181818182,140.35
Instagram,Feeling incredibly happy and grateful today. Best day ever! 😊,7684,647645,#happiness #positivevibes #success,10,0.9,234.34
Instagram,Captured this moment. #dailyphoto,39698,927163,#update #project #news #facts,4,0.0,309.49
Facebook,Good vibes only. Spread happiness! ❤️,148577,1210686,#joy #happiness #success #blessed,6,0.525,338.94
YouTube,Absolutely loving this! So much joy and inspiration. ✨,8144,49891,#inspiration #joy #positivevibes,9,0.775,245.23
X,Captured this moment. #dailyphoto,154,2630,#info #update #facts #news,4,0.0,104.05
YouTube,Feeling incredibly happy and grateful today. Best day ever! 😊,896,37410,#inspiration #blessed,10,0.9,264.68
Instagram,Good vibes only. Spread happiness! ❤️,35597,52163,#happiness #blessed,6,0.525,233.22
X,Worst experience ever. So frustrating and a waste of time. 👎,1264035,1264826,#problem #struggle #disaster,11,-0.5333333333333333,312.37
Facebook,A quiet afternoon walk in the park. #nature #relax,84382,4352058,#project #update,9,0.0,310.51
YouTube,Captured this moment. #dailyphoto,107,3550,#facts #news #daily #project,4,0.0,167.2
Instagram,Testing out a new feature. Feedback welcome.,1051,61075,#daily #facts #news,7,0.4681818181818182,202.35
X,Testing out a new feature. Feedback welcome.,236986,1824380,#update #news #project #facts,7,0.4681818181818182,294.17
X,Good vibes only. Spread happiness! ❤️,3223,1749874,#blessed #joy #happiness #success,6,0.525,232.72
Facebook,Worst experience ever. So frustrating and a waste of time. 👎,1100,27814,#unacceptable #frustration #disaster,11,-0.5333333333333333,232.87
YouTube,Testing out a new feature. Feedback welcome.,166,1000,#project #info,7,0.4681818181818182,180.48
X,Just sharing an update on the project. More details soon.,2254,14645,#facts #daily #update #info,10,0.5,201.57
Facebook,Absolutely loving this! So much joy and inspiration. ✨,2155,65110,#positivevibes #blessed #joy #inspiration,9,0.775,232.32
Facebook,Just sharing an update on the project. More details soon.,112,1000,#daily #update #news,10,0.5,157.78
YouTube,What an amazing experience! Definitely a must-see. 🔥,100,2095,#inspiration #joy #positivevibes #blessed,8,0.37500000000000006,173.24
Facebook,Just sharing an update on the project. More details soon.,100,1185,#project #daily,10,0.5,195.07
Facebook,Worst experience ever. So frustrating and a waste of time. 👎,2869,45192,#problem #disaster #unacceptable #fail,11,-0.5333333333333333,237.87
Facebook,Worst experience ever. So frustrating and a waste of time. 👎,223,1000,#disaster #unacceptable,11,-0.5333333333333333,157.47
Facebook,Can't believe this happened. Feeling really frustrated and disappointed. 😞,131,1000,#frustration #disaster #fail #struggle,10,-0.725,131.47
X,Can't believe this happened. Feeling really frustrated and disappointed. 😞,100,2216,#struggle #fail,10,-0.725,125.18
Facebook,Just sharing an update on the project. More details soon.,308,1489,#info #project,10,0.5,142.1
Facebook,Worst experience ever. So frustrating and a waste of time. 👎,1733,8877,#struggle #frustration #fail,11,-0.5333333333333333,183.33
Instagram,Deeply concerned about the future. #crisis #worry,564,72201,#disaster #unacceptable #struggle,7,0.0,175.63
X,This is unacceptable. Major issues need to be addressed immediately. 😡,149103,149646,#frustration #problem #fail,11,0.0625,276.02
Facebook,Captured this moment. #dailyphoto,230,1000,#news #facts #project,4,0.0,168.67
Instagram,Testing out a new feature. Feedback welcome.,1843,416274,#daily #news,7,0.4681818181818182,266.41
X,Captured this moment. #dailyphoto,4416,9673,#update #daily #project #info,4,0.0,134.32
X,What an amazing experience! Definitely a must-see. 🔥,36996,275556,#happiness #success #blessed #inspiration,8,0.37500000000000006,215.67
X,Can't believe this happened. Feeling really frustrated and disappointed. 😞,3004,16604,#disaster #frustration,10,-0.725,141.95
X,Reviewing the latest industry report. Interesting findings.,949,21723,#facts #daily #news,7,0.5,154.61
X,Good vibes only. Spread happiness! ❤️,150,1149,#joy #positivevibes #blessed,6,0.525,139.48
Instagram,Absolutely loving this! So much joy and inspiration. ✨,534,25329,#inspiration #positivevibes,9,0.775,198.11
Instagram,A quiet afternoon walk in the park. #nature #relax,418,7933,#info #project,9,0.0,185.92
Instagram,Captured this moment. #dailyphoto,30651,390499,#project #update,4,0.0,266.54
YouTube,So proud of this accomplishment! Hard work pays off. 💪,126,1092,#happiness #success #blessed,10,0.35416666666666663,166.39
Instagram,Good vibes only. Spread happiness! ❤️,444,25267,#joy #success #happiness,6,0.525,201.02
Facebook,Reviewing the latest industry report. Interesting findings.,10619,17780,#news #daily #project #facts,7,0.5,223.97
YouTube,So proud of this accomplishment! Hard work pays off. 💪,6543,66747,#positivevibes #happiness,10,0.35416666666666663,258.37
YouTube,A quiet afternoon walk in the park. #nature #relax,206,24592,#info #project #daily #update,9,0.0,172.19
Facebook,Absolutely disgusted by this terrible news. A complete disaster. 😠,3485,4356,#fail #struggle,10,-0.6333333333333333,210.29
Instagram,Deeply concerned about the future. #crisis #worry,3328,571610,#frustration #fail #problem,7,0.0,216.16
X,Good vibes only. Spread happiness! ❤️,3414,4310,#joy #inspiration,6,0.525,179.34
X,Reviewing the latest industry report. Interesting findings.,41232,563987,#update #news,7,0.5,224.92
Instagram,Feeling incredibly happy and grateful today. Best day ever! 😊,101,1346,#success #positivevibes #blessed,10,0.9,114.72
YouTube,Just sharing an update on the project. More details soon.,2960,13867,#facts #info #update #daily,10,0.5,245.06
Instagram,Testing out a new feature. Feedback welcome.,286,1000,#project #news,7,0.4681818181818182,176.54
Instagram,Can't believe this happened. Feeling really frustrated and disappointed. 😞,100,1931,#frustration #struggle #disaster,10,-0.725,164.12
X,A quiet afternoon walk in the park. #nature #relax,3318,108186,#facts #info #news,9,0.0,188.51
Instagram,So proud of this accomplishment! Hard work pays off. 💪,16508,16666,#blessed #inspiration #joy #success,10,0.35416666666666663,234.06
Instagram,Testing out a new feature. Feedback welcome.,289,1000,#info #facts #update,7,0.4681818181818182,119.28
Facebook,Reviewing the latest industry report. Interesting findings.,1660,38423,#facts #daily #update #info,7,0.5,233.62
Facebook,Absolutely loving this! So much joy and inspiration. ✨,9191,25763,#joy #blessed #happiness #success,9,0.775,246.59
X,Can't believe this happened. Feeling really frustrated and disappointed. 😞,100,1000,#unacceptable #struggle #frustration,10,-0.725,94.14
YouTube,Testing out a new feature. Feedback welcome.,439,4180,#info #update #daily #project,7,0.4681818181818182,190.85
Instagram,Feeling incredibly happy and grateful today. Best day ever! 😊,100,1243,#inspiration #joy,10,0.9,147.39
Facebook,Captured this moment. #dailyphoto,4598,108542,#daily #facts,4,0.0,240.4
Instagram,What an amazing experience! Definitely a must-see. 🔥,12213,28773,#success #joy #blessed,8,0.37500000000000006,235.0
Instagram,Worst experience ever. So frustrating and a waste of time. 👎,19324,19940,#struggle #fail #frustration #unacceptable,11,-0.5333333333333333,220.78
Instagram,Absolutely disgusted by this terrible news. A complete disaster. 😠,2583,25650,#problem #disaster #fail #struggle,10,-0.6333333333333333,175.03
Instagram,Absolutely loving this! So much joy and inspiration. ✨,100,4025,#success #joy #blessed,9,0.775,124.96
YouTube,A quiet afternoon walk in the park. #nature #relax,19697,22412,#news #project #info #facts,9,0.0,249.34
Instagram,Absolutely disgusted by this terrible news. A complete disaster. 😠,7385,22999,#frustration #unacceptable,10,-0.6333333333333333,228.69
Facebook,Reviewing the latest industry report. Interesting findings.,2192,14973,#project #facts #daily,7,0.5,218.31
X,A quiet afternoon walk in the park. #nature #relax,739,10193,#facts #news #update #daily,9,0.0,153.72
Facebook,A quiet afternoon walk in the park. #nature #relax,729,1000,#facts #news #daily,9,0.0,172.95
Facebook,Testing out a new feature. Feedback welcome.,143,1000,#project #daily,7,0.4681818181818182,161.44
X,So proud of this accomplishment! Hard work pays off. 💪,5128,29362,#happiness #positivevibes #inspiration,10,0.35416666666666663,200.43
Instagram,Absolutely disgusted by this terrible news. A complete disaster. 😠,100,2721,#frustration #struggle #unacceptable,10,-0.6333333333333333,112.54
YouTube,Feeling incredibly happy and grateful today. Best day ever! 😊,127,1000,#success #happiness #positivevibes,10,0.9,188.54
X,Absolutely disgusted by this terrible news. A complete disaster. 😠,100,1000,#struggle #disaster #unacceptable,10,-0.6333333333333333,115.46
Facebook,Worst experience ever. So frustrating and a waste of time. 👎,1574,4195,#frustration #fail #problem,11,-0.5333333333333333,184.12
X,A quiet afternoon walk in the park. #nature #relax,27852,160053,#daily #update,9,0.0,226.03
Instagram,What an amazing experience! Definitely a must-see. 🔥,6477,16254,#positivevibes #inspiration #joy #blessed,8,0.37500000000000006,216.27
YouTube,A quiet afternoon walk in the park. #nature #relax,1041,70907,#daily #info #facts,9,0.0,213.94
YouTube,Worst experience ever. So frustrating and a waste of time. 👎,91817,309974,#fail #frustration #struggle #disaster,11,-0.5333333333333333,322.68
X,Captured this moment. #dailyphoto,242,1000,#facts #update #news #info,4,0.0,126.4
Facebook,A quiet afternoon walk in the park. #nature #relax,140,1000,#news #daily #project #info,9,0.0,161.05
Instagram,Deeply concerned about the future. #crisis #worry,413,1000,#problem #fail #unacceptable #struggle,7,0.0,179.55
X,What an amazing experience! Definitely a must-see. 🔥,267,1000,#joy #inspiration,8,0.37500000000000006,97.54
X,Absolutely disgusted by this terrible news. A complete disaster. 😠,286,1000,#problem #struggle #disaster #frustration,10,-0.6333333333333333,122.36
YouTube,Reviewing the latest industry report. Interesting findings.,39271,3018663,#news #info,7,0.5,327.11
